taxid;name;rank
1982152;Gordonvirus;genus
1623286;Casadabanvirus;genus
2842522;Azeredovirinae;species
2560170;Lokivirus;genus
1921709;Slashvirus;genus
1623278;Bronvirus;genus
2843445;Rockefellervirus;genus
1982372;Xiamenvirus;genus
2843397;Junavirus;genus
2733197;Murrayvirus;genus
1921558;Sitaravirus;genus
2560124;Efquatrovirus;genus
2732614;Tybeckvirinae;species
1623300;Coetzeevirus;genus
1623297;Stanholtvirus;genus
2733216;Terapinvirus;genus
2733195;Metamorphoovirus;genus
2733202;Quhwahvirus;genus
1982375;Rerduovirus;genus
1623288;Liefievirus;genus
2560222;Sanovirus;genus
2560098;Beetrevirus;genus
2843432;Pankowvirus;genus
1982554;Papyrusvirus;genus
1623284;Kostyavirus;genus
1623293;Oshimavirus;genus
1921434;Psavirus;genus
1623285;Corndogvirus;genus
1982251;Pahexavirus;genus
2843400;Karimacvirus;genus
2843386;Gilsonvirus;genus
1623307;Lwoffvirus;genus
1623302;Saphexavirus;genus
2560188;Nickievirus;genus
1623276;Barnyardvirus;genus
1982095;Abidjanvirus;genus
2560139;Getseptimavirus;genus
1982243;Incheonvrus;genus
1623282;Chenonavirus;genus
2843352;Avanivirus;genus
2843416;Leicestervirus;genus
2560250;Vieuvirus;genus
2560251;Vividuovirus;genus
2843363;Camtrevirus;genus
308912;Lomovskayavirus;genus
2560245;Unahavirus;genus
2560161;Kojivirus;genus
2843478;Yonseivirus;genus
1623290;Cecivirus;genus
1921125;Homburgvirus;genus
1623287;Detrevirus;genus
1921696;Mardecavirus;genus
2169599;Mccleskeyvirinae;species
1982111;Eiauvirus;genus
2733220;Vojvodinavirus;genus
2733215;Squashvirus;genus
2560220;Samistivirus;genus
2560111;Ceetrepovirus;genus
2560144;Gustavvirus;genus
1982218;Gordtnkvirus;genus
1982227;Steinhofvirus;genus
2843380;Fernvirus;genus
1918017;Helsingorvirus;genus
1623308;Wbetavirus;genus
1982091;Marvinvirus;genus
1623299;Phifelvirus;genus
1982745;Woodruffvirus;genus
2169652;Attisvirus;genus
2169601;Nymbaxtervirinae;species
2733169;Austintatiousvirus;genus
2733201;Picardvirus;genus
2733203;Raleighvirus;genus
2733175;Fibralongavirus;genus
2733219;Vashvirus;genus
2560149;Ikedavirus;genus
2733174;Feofaniavirus;genus
2843347;Annadreamyvirus;genus
2733205;Ronaldovirus;genus
1982573;Titanvirus;genus
1922243;Sextaecvirus;genus
2560214;Rimavirus;genus
1982370;Roufvirus;genus
1982236;Kelleziovirus;genus
1920750;Mapvirus;genus
2733170;Bridgettevirus;genus
2733171;Coralvirus;genus
1623275;Andromedavirus;genus
2169651;Anatolevirus;genus
2169653;Doucettevirus;genus
1982569;Tinduovirus;genus
2843426;Muminvirus;genus
2843418;Lillamyvirus;genus
2843051;Slepowronvirus;genus
2169611;Brujitavirus;genus
1623274;Biseptimavirus;genus
2169613;Plotvirus;genus
1983744;Bongovirus;genus
2733156;Getalongvirus;genus
2842583;Carmenvirus;genus
1983734;Fishburnevirus;genus
186794;Lederbergvirus;genus
1981156;Sepvirinae;species
2843452;Sendosyvirus;genus
2842521;Eekayvirinae;species
2843362;Burrovirus;genus
2843411;Lahexavirus;genus
545932;Bruynoghevirus;genus
2560153;Jasminevirus;genus
2560132;Fipvunavirus;genus
1921184;Pagevirus;genus
2733150;Sortsnevirus;genus
1982587;Kafunavirus;genus
1987146;Schmidvirus;genus
2843476;Wumptrevirus;genus
542960;Uetakevirus;genus
1922329;Enhodamvirus;genus
680277;Kuravirus;genus
1720323;Lessievirus;genus
2560248;Vicosavirus;genus
1982590;Kochitakasuvirus;genus
2843440;Privateervirus;genus
1918522;Lightbulbvirus;genus
1720324;Hollowayvirus;genus
1984798;Perisivirus;genus
2843354;Badaztecvirus;genus
2843346;Anjalivirus;genus
2842852;Manuelvirus;genus
2560086;Alcyoneusvirus;genus
1985285;Ounavirinae;species
857479;Peduovirinae;species
2733098;Brizovirus;genus
2733139;Vellamovirus;genus
2842519;Twarogvirinae;species
2733099;Carpasinavirus;genus
2843389;Haloferacalesvirus;genus
1198136;Tevenvirinae;species
1921407;Pakpunavirus;genus
680115;Phikzvirus;genus
1636616;Eucampyvirinae;species
2843428;Myosmarvirus;genus
1918725;Jilinvirus;genus
1198980;Pbunavirus;genus
1925779;Nankokuvirus;genus
1912144;Lubbockvirus;genus
1911928;Vequintavirinae;species
1198139;Bcepmuvirus;genus
2733117;Neptunevirus;genus
2843399;Kanagawavirus;genus
2169625;Svunavirus;genus
1980936;Marthavirus;genus
2843401;Klausavirus;genus
2733127;Rosemountvirus;genus
2733115;Naesvirus;genus
680114;Bixzunavirus;genus
2560244;Tulanevirus;genus
1915205;Obolenskvirus;genus
2733104;Eurybiavirus;genus
2843419;Marfavirus;genus
2733124;Phapecoctavirus;genus
2733088;Alexandravirus;genus
2733112;Loughboroughvirus;genus
2843425;Muldoonvirus;genus
2843447;Ronodorvirus;genus
2733128;Saclayvirus;genus
2733102;Derbicusvirus;genus
1980921;Mieseafarmvirus;genus
2560133;Flaumdravirus;genus
1198976;Hapunavirus;genus
1921525;Kleczkowskavirus;genus
1980937;Emdodecavirus;genus
1922210;Vhmlvirus;genus
2843455;Sherbrookevirus;genus
2560154;Jedunavirus;genus
186777;Muvirus;genus
2733095;Barbavirus;genus
2843431;Nylescharonvirus;genus
186789;Punavirus;genus
2733110;Libanvirus;genus
2843384;Fukuivirus;genus
1980922;Chiangmaivirus;genus
2843421;Menderavirus;genus
2733101;Cymopoleiavirus;genus
1984776;Agricanvirus;genus
2169623;Erskinevirus;genus
1980938;Yokohamavirus;genus
2843374;Dibbivirus;genus
2560094;Asteriusvirus;genus
2169624;Machinavirus;genus
1921704;Tegunavirus;genus
1912143;Biquartavirus;genus
2733141;Wifcevirus;genus
2560131;Ficleduovirus;genus
1984788;Jimmervirus;genus
1984773;Abouovirus;genus
2733096;Bellamyvirus;genus
2733136;Thaumasvirus;genus
2733086;Acionnavirus;genus
2560176;Mimasvirus;genus
2560128;Eneladusvirus;genus
2733130;Salmondvirus;genus
2843422;Moabitevirus;genus
2560197;Otagovirus;genus
2843435;Pippivirus;genus
2843436;Plateaulakevirus;genus
2560092;Aphroditevirus;genus
2842588;Ceceduovirus;genus
2731653;Studiervirinae;species
2731652;Slopekvirinae;species
2731981;Tangaroavirus;genus
2731649;Melnykvirinae;species
2731646;Colwellvirinae;species
2731650;Molineuxvirinae;species
2731966;Pelagivirus;genus
2731942;Gyeongsanvirus;genus
1985733;Pradovirus;genus
2560102;Bifseptvirus;genus
2731647;Corkvirinae;species
2731932;Bonnellvirus;genus
2731651;Okabevirinae;species
2731989;Wuhanvirus;genus
2731935;Cuernavacavirus;genus
2731958;Maculvirus;genus
2731937;Ermolevavirus;genus
2731985;Tritonvirus;genus
2731941;Gajwadongvirus;genus
2731928;Atuphduovirus;genus
477967;Phikmvvirus;genus
1985711;Friunavirus;genus
2841279;Nezavisimistyvirus;genus
2731621;Taipeivirus;genus
2169530;Aglimvirinae;species
2841278;Miltonvirus;genus
2169536;Kuttervirus;genus
2732013;Markadamsvirinae;species
2732012;Ermolyevavirinae;species
2732037;Pogseptimavirus;genus
2560233;Sugarlandvirus;genus
2560189;Novosibvirus;genus
2842409;Cleopatravirinae;species
2732965;Yushanvirus;genus
2560081;Twortvirinae;species
2560071;Brockvirinae;species
2560070;Bastillevirinae;species
857473;Spounavirinae;species
2732970;Harbinvirus;genus
2843105;Tybeckvirus;genus
1857844;Pecentumvirus;genus
2732588;Rakietenvirinae;species
2842424;Sarlesvirinae;species
542836;Picovirinae;species
2842419;Northropvirinae;species
2842573;Bundooravirus;genus
1982583;Cepunavirus;genus
2842721;Harambevirus;genus
2842696;Gaunavirus;genus
2843048;Siovirus;genus
2842570;Brucesealvirus;genus
2842711;Gregsiragusavirus;genus
10374;Gammaherpesvirinae;species
10293;Alphaherpesvirinae;species
10357;Betaherpesvirinae;species
172653;Ictalurivirus;genus
692606;Cyprinivirus;genus
692605;Batrachovirus;genus
341940;Betalipothrixvirus;genus
1760;Actinomycetia;class
84998;Coriobacteriia;class
908620;Nitriliruptoria;class
84993;Acidimicrobiales;order
84996;Rubrobacterales;order
91061;Bacilli;class
186801;Clostridia;class
1737404;Tissierellia;class
909932;Negativicutes;class
526525;Erysipelotrichales;order
31969;Mollicutes;class
301297;Dehalococcoidia;class
189775;Thermomicrobia;class
32064;Chloroflexales;order
292628;Anaerolineaceae;family
188786;Thermaceae;family
1298;Deinococcus;genus
1890424;Synechococcales;order
1161;Nostocales;order
1301283;Oscillatoriophycideae;species
52604;Pleurocapsales;order
33071;Gloeobacter;genus
91347;Enterobacterales;order
72274;Pseudomonadales;order
135622;Alteromonadales;order
135614;Xanthomonadales;order
118969;Legionellales;order
72273;Thiotrichales;order
135619;Oceanospirillales;order
1706369;Cellvibrionales;order
135613;Chromatiales;order
135624;Aeromonadales;order
118884;Gammaproteobacteria incertae sedis;species
1775403;Nevskiales;order
712;Pasteurellaceae;family
641;Vibrionaceae;family
403;Methylococcaceae;family
1692041;Acidiferrobacteraceae;family
868;Cardiobacteriaceae;family
1240483;Orbaceae;family
356;Hyphomicrobiales;order
204441;Rhodospirillales;order
204455;Rhodobacterales;order
204457;Sphingomonadales;order
766;Rickettsiales;order
1921002;Holosporales;order
54526;Pelagibacterales;order
76892;Caulobacteraceae;family
2800061;Maricaulaceae;family
69657;Hyphomonadaceae;family
2066491;Emcibacteraceae;family
28221;Deltaproteobacteria;class
29547;Epsilonproteobacteria;class
206351;Neisseriales;order
80840;Burkholderiales;order
206389;Rhodocyclales;order
32003;Nitrosomonadales;order
33055;Candidatus Kinetoplastibacterium;genus
2024979;Bacteriovoracales;order
958;Bdellovibrio;genus
976;Bacteroidetes;phylum
795748;Ignavibacteriales;order
191412;Chlorobiaceae;family
173479;Gemmatimonas;genus
203683;Planctomycetia;class
666505;Phycisphaerae;class
414999;Opitutae;class
48461;Verrucomicrobiales;order
511745;Methylacidiphilum;genus
1963360;Parachlamydiales;order
810;Chlamydia;genus
1234;Nitrospira;genus
179;Leptospirillum;genus
204434;Acidobacteriaceae;family
1643685;Borreliaceae;family
137;Spirochaetaceae;family
157;Treponema;genus
399320;Sphaerochaeta;genus
171;Leptospira;genus
188709;Thermotogaceae;family
1643950;Fervidobacteriaceae;family
1184396;Mesotoga;genus
651456;Kosmotoga;genus
160798;Marinitoga;genus
224027;Hydrogenothermaceae;family
64898;Aquificaceae;family
848;Fusobacterium;genus
32067;Leptotrichia;genus
2182;Methanococcales;order
2158;Methanobacteriales;order
183963;Halobacteria;class
224756;Methanomicrobia;class
2233;Archaeoglobus;genus
190818;Geoglobus;genus
2263;Thermococcus;genus
2260;Pyrococcus;genus
1643678;Nitrososphaeria;class
338190;Nitrosopumilaceae;family
1825023;Candidatus Nitrosotenuis;genus
114380;Desulfurococcales;order
2266;Thermoproteales;order
871006;Acidilobales;order
118883;Sulfolobaceae;family
2301;Thermoplasmatales;order
1235850;Methanomassiliicoccales;order
2732553;Sobelivirales;order
464095;Picornavirales;order
76804;Nidovirales;order
39733;Astroviridae;family
39729;Potyviridae;family
11012;Partitiviridae;family
1511860;Amalgaviridae;family
39748;Hypoviridae;family
104394;Picobirnavirus;genus
11006;Totiviridae;family
249310;Chrysoviridae;family
1285597;Megabirnavirus;genus
689831;Spinareovirinae;species
689832;Sedoreovirinae;species
675063;Tymovirales;order
2732544;Martellivirales;order
2732543;Hepelivirales;order
39738;Tombusviridae;family
12283;Nodaviridae;family
1921556;Sinaivirus;genus
1307799;Pegivirus;genus
11051;Flavivirus;genus
11102;Hepacivirus;genus
11095;Pestivirus;genus
1980410;Bunyavirales;order
2499411;Articulavirales;order
2497574;Monjiviricetes;class
2507497;Yingvirus;genus
88129;Ophiovirus;genus
2508253;Yuyuevirus;genus
186767;Narnavirus;genus
11990;Levivirus;genus
12008;Allolevivirus;genus
186783;Ourmiavirus;genus
10652;Badnavirus;genus
10639;Caulimovirus;genus
187214;Soymovirus;genus
186533;Cavemovirus;genus
1232640;Solendovirus;genus
327045;Orthoretrovirinae;species
327046;Spumaretrovirinae;species
251095;Nanoviridae;family
39724;Circoviridae;family
2169574;Smacoviridae;family
2169567;Bacilladnaviridae;family
10811;Geminiviridae;family
1910928;Genomoviridae;family
151340;Papillomaviridae;family
151341;Polyomaviridae;family
40119;Parvovirinae;species
40120;Densovirinae;species
2732887;Hamaparvovirinae;species
2732555;Pimascovirales;order
10501;Phycodnaviridae;family
549779;Mimiviridae;family
10240;Poxviridae;family
10508;Adenoviridae;family
10656;Tectiviridae;family
1511859;Alphaturrivirus;genus
10660;Corticovirus;genus
1932924;Sputnikvirus;genus
1920865;Tlsvirus;genus
2732068;Warwickvirus;genus
2560145;Hanrivervirus;genus
1920864;Rtpvirus;genus
2732062;Guelphvirus;genus
1920762;Litunavirus;genus
1982594;Luzseptimavirus;genus
1921553;Seuratvirus;genus
1921117;Nonagvirus;genus
1982239;Nipunavirus;genus
2842814;Kwaitsingvirus;genus
2843015;Saikungvirus;genus
2843126;Wanchaivirus;genus
2843034;Shamshuipovirus;genus
1910991;Jerseyvirus;genus
1910992;Kagunavirus;genus
1910993;Cornellvirus;genus
2733153;Colossusvirus;genus
2733155;Shapirovirus;genus
2733152;Bertelyvirus;genus
1982899;Pipefishvirus;genus
1623295;Pegunavirus;genus
1982900;Rosebushvirus;genus
1982897;Acadianvirus;genus
1982898;Coopervirus;genus
2843069;Tanisvirus;genus
2842796;Kenoshavirus;genus
1982879;Camvirus;genus
1982880;Likavirus;genus
1982881;Arequatrovirus;genus
2169633;Buttersvirus;genus
1623280;Charlievirus;genus
2169634;Redivirus;genus
1623298;Phietavirus;genus
2842658;Dubowvirus;genus
2733162;Maenadvirus;genus
2733160;Lenusvirus;genus
2169621;Limdunavirus;genus
2169622;Unaquatrovirus;genus
2169635;Baxtervirus;genus
2169636;Nymphadoravirus;genus
1981159;Oslovirus;genus
1981158;Diegovirus;genus
1981157;Traversvirus;genus
2843096;Tinytimothyvirus;genus
2842540;Akonivirus;genus
1985293;Kolesnikvirus;genus
1198140;Felixounavirus;genus
1985303;Mooglevirus;genus
1985292;Suspvirus;genus
2732977;Citexvirus;genus
140410;Peduovirus;genus
2732990;Seongnamvirus;genus
2732978;Eganvirus;genus
2733083;Tigrvirus;genus
2732984;Longwoodvirus;genus
2732989;Senquatrovirus;genus
1196844;Hpunavirus;genus
2732980;Felsduovirus;genus
2732972;Aresaunavirus;genus
2732973;Baylorvirus;genus
2732983;Kisquinquevirus;genus
2842716;Hadassahvirus;genus
2842820;Lazarusvirus;genus
10663;Tequatrovirus;genus
1913652;Mosigvirus;genus
2842979;Pseudotevenvirus;genus
1914165;Dhakavirus;genus
1913653;Gelderlandvirus;genus
1985329;Moonvirus;genus
1985328;Slopekvirus;genus
1198137;Schizotequatrovirus;genus
1913651;Krischvirus;genus
1913654;Gaprivervirus;genus
1913650;Karamvirus;genus
1985325;Jiaodavirus;genus
1636617;Firehammervirus;genus
1636618;Fletchervirus;genus
1914850;Certrevirus;genus
2842888;Mydovirus;genus
1914852;Vequintavirus;genus
1914851;Seunavirus;genus
2842727;Henunavirus;genus
1985720;Przondovirus;genus
2732675;Aarhusvirus;genus
2732688;Ningirsuvirus;genus
2732683;Ghunavirus;genus
2732691;Pifdecavirus;genus
2732686;Kayfunavirus;genus
2732687;Minipunavirus;genus
110456;Teseptimavirus;genus
2732679;Chatterjeevirus;genus
2732677;Berlinvirus;genus
2732693;Teetrevirus;genus
2732684;Helsettvirus;genus
2732689;Pektosvirus;genus
1920774;Drulisvirus;genus
2732939;Novosibovirus;genus
2732910;Aerosvirus;genus
2732913;Cronosvirus;genus
2732912;Ahphunavirus;genus
2732916;Pokrovskaiavirus;genus
2732917;Wanjuvirus;genus
2731677;Uliginvirus;genus
2731674;Kaohsiungvirus;genus
2731675;Murciavirus;genus
2732918;Acadevirus;genus
542837;Zindervirus;genus
2732926;Eracentumvirus;genus
2732928;Vectrevirus;genus
2732921;Kotilavirus;genus
2560202;Phimunavirus;genus
2732932;Risjevirus;genus
2732929;Ampunavirus;genus
2732930;Higashivirus;genus
2169534;Limestonevirus;genus
2169532;Agtrevirus;genus
187218;Tequintavirus;genus
2732017;Epseptimavirus;genus
2560112;Cetovirus;genus
2560156;Jesfedecavirus;genus
2732960;Carltongylesvirus;genus
2732962;Loessnervirus;genus
2732964;Suwonvirus;genus
1857843;Kayvirus;genus
1857889;Silviavirus;genus
2732969;Baoshanvirus;genus
1980928;Sepunavirus;genus
2560160;Kochikohdavirus;genus
2732968;Schiekvirus;genus
1922327;Wphvirus;genus
1917990;Bequatrovirus;genus
1910931;Agatevirus;genus
1921016;Nitunavirus;genus
1918010;Bastillevirus;genus
1985181;Tsarbombavirus;genus
1911929;Caeruleovirus;genus
1857845;Okubovirus;genus
1918721;Siminovitchvirus;genus
680287;Rosenblumvirus;genus
2732589;Andhravirus;genus
2842616;Copernicusvirus;genus
2842870;Minhovirus;genus
2842397;Beecentumtrevirus;genus
186846;Salasvirus;genus
2842609;Claudivirus;genus
2842725;Hemphillvirus;genus
10379;Rhadinovirus;genus
548687;Macavirus;genus
10375;Lymphocryptovirus;genus
548688;Percavirus;genus
10294;Simplexvirus;genus
10319;Varicellovirus;genus
180252;Mardivirus;genus
1232637;Scutavirus;genus
180255;Iltovirus;genus
2842996;Quwivirus;genus
40272;Roseolovirus;genus
10358;Cytomegalovirus;genus
10365;Muromegalovirus;genus
548689;Proboscivirus;genus
85007;Corynebacteriales;order
85006;Micrococcales;order
85009;Propionibacteriales;order
85012;Streptosporangiales;order
85030;Geodermatophilaceae;family
2070;Pseudonocardiaceae;family
2062;Streptomycetaceae;family
31953;Bifidobacteriaceae;family
28056;Micromonosporaceae;family
2049;Actinomycetaceae;family
2162846;Candidatus Nanopelagicaceae;family
53460;Nakamurella;genus
1854;Frankia;genus
84999;Coriobacteriales;order
1643826;Eggerthellaceae;family
42255;Rubrobacter;genus
1385;Bacillales;order
186826;Lactobacillales;order
186802;Eubacteriales;order
53433;Halanaerobiales;order
68295;Thermoanaerobacterales;order
2770089;Thermosediminibacterales;order
1737405;Tissierellales;order
909929;Selenomonadales;order
31977;Veillonellaceae;family
909930;Acidaminococcaceae;family
128827;Erysipelotrichaceae;family
191303;Turicibacter;genus
186328;Entomoplasmatales;order
2092;Mycoplasmataceae;family
2146;Acholeplasmataceae;family
670486;Dehalogenimonas;genus
61434;Dehalococcoides;genus
1107;Chloroflexus;genus
120961;Roseiflexus;genus
270;Thermus;genus
65551;Meiothermus;genus
1890426;Synechococcaceae;family
1218;Prochlorococcus;genus
47251;Leptolyngbya;genus
1162;Nostocaceae;family
1892259;Aphanizomenonaceae;family
1118;Chroococcales;order
1150;Oscillatoriales;order
102115;Stanieria;genus
1903409;Erwiniaceae;family
1903411;Yersiniaceae;family
543;Enterobacteriaceae;family
1903410;Pectobacteriaceae;family
1903412;Hafniaceae;family
1903414;Morganellaceae;family
1903416;Budviciaceae;family
84565;Sodalis;genus
135621;Pseudomonadaceae;family
468;Moraxellaceae;family
72275;Alteromonadaceae;family
267890;Shewanellaceae;family
267889;Colwelliaceae;family
53246;Pseudoalteromonas;genus
135575;Idiomarina;genus
58050;Moritella;genus
44011;Ferrimonas;genus
67572;Psychromonas;genus
32033;Xanthomonadaceae;family
1775411;Rhodanobacteraceae;family
444;Legionellaceae;family
118968;Coxiellaceae;family
34064;Francisellaceae;family
135616;Piscirickettsiaceae;family
135617;Thiotrichaceae;family
