taxid;name;rank
1592828;Rhizoctonia fumigata mycovirus;species
1920988;Diabrotica virgifera virgifera virus 2;species
1920989;Diabrotica virgifera virgifera virus 3;species
1888308;Wabat virus;species
1888317;Duwamo virus;species
1888318;Egaro virus;species
1955175;Cordoba virus;species
1955196;Big Cypress virus;species
1955197;Biratnagar virus;species
1955198;Fort Crockett virus;species
1955199;San Bernardo virus;species
1758881;Daeseongdong virus 1;species
1758882;Daeseongdong virus 2;species
1529605;Cladosporium cladosporioides virus 1;species
1398939;Anopheline-associated C virus;species
2021738;Hudisavirus sp.;species
1859492;Kaumoebavirus;species
2056385;Varroa destructor virus 3;species
1958786;Bat badicivirus 2;species
1958785;Bat badicivirus 1;species
1500510;Halovirus VNH-1;species
2480172;Cragig virus 1;species
2480175;Elicom virus 1;species
2480177;Halhan virus 2;species
2480178;Halhan virus 3;species
2480179;Mizyes virus 1;species
2480188;Rudphi virus 5;species
1685735;Lake Sarah-associated circular virus-1;species
1685739;Lake Sarah-associated circular virus-13;species
1685743;Lake Sarah-associated circular virus-17;species
1685747;Lake Sarah-associated circular virus-20;species
1685753;Lake Sarah-associated circular virus-26;species
1685761;Lake Sarah-associated circular virus-33;species
159252;Planaria asexual strain-specific virus-like element type 1;species
1929030;Swagivirus HG;species
2060778;Fusarium graminearum alternavirus 1;species
1930302;Chicken stool-associated circular virus;species
1897732;Aphis glycines virus 2;species
1930507;Basavirus sp.;species
1930508;Rasavirus sp.;species
1930510;Posavirus sp.;species
1766767;Alternaria brassicicola fusarivirus 1;species
1504733;Papaya leaf curl Faisalabad virus;species
1932881;Pacmanvirus A23;species
1736634;Torulaspora delbrueckii dsRNA Mbarr-1 killer virus;species
1868869;Peptoclostridium phage p630P2;species
364254;Lactobacillus phage Sal3;species
430515;Streptococcus phage 370.4;species
38018;Bacteriophage sp.;species
890041;Streptococcus phage PhiSpn_200;species
472966;Streptococcus phage NZ131.3;species
409026;Phage Swp3;species
417290;Saccharopolyspora erythraea prophage pSE211;species
319713;Streptococcus pyogenes phage 6180.4;species
129861;Phage Gifsy-1;species
293713;Streptococcus pyogenes phage 5005.3;species
229344;Bacillus phage lambda Ba02;species
370558;Streptococcus phage 9428.3;species
370563;Streptococcus phage 10270.5;species
370569;Streptococcus phage 10750.4;species
1115696;Thermococcus prieurii virus 1;species
762906;Hyperthermophilic Archaeal Virus 2;species
1032473;Aeropyrum pernix spindle-shaped virus 1;species
2023155;Metallosphaera turreted icosahedral virus;species
1932713;Aeropyrum globular virus 1;species
1250315;RNA satellites;species
2609695;DNA satellites;species
185759;Pelamoviroid;genus
219174;Eggplant latent viroid;species
10483;Ichnovirus;genus
10485;Bracovirus;genus
185754;Cocadviroid;genus
185756;Apscaviroid;genus
185753;Pospiviroid;genus
185757;Coleviroid;genus
12893;Hop stunt viroid;species
1123963;unclassified Bicaudaviridae;species
315953;Acidianus two-tailed virus;species
28883;Caudovirales;order
548681;Herpesvirales;order
270161;Pyrobaculum spherical virus;species
292639;Thermoproteus tenax spherical virus 1;species
437444;Acidianus bottle-shaped virus;species
1732172;unclassified Ampullavirus;species
2364131;unclassified Deltavirus;species
12475;Hepatitis delta virus;species
1511857;Ligamenvirales;order
1805492;Pyrobaculum filamentous virus 1;species
1783272;Terrabacteria group;species
1224;Proteobacteria;phylum
1783270;FCB group;species
1783257;PVC group;species
40117;Nitrospirae;phylum
57723;Acidobacteria;phylum
74152;Elusimicrobia;phylum
203692;Spirochaetia;class
188708;Thermotogae;class
187857;Aquificae;class
1783234;Bacteria candidate phyla;species
203491;Fusobacteriales;order
649777;Synergistaceae;family
188711;Thermodesulfobacteriaceae;family
191394;Deferribacteraceae;family
13;Dictyoglomus;genus
309798;Coprothermobacter proteolyticus DSM 5265;species
880073;Caldithrix abyssi DSM 13497;species
653733;Desulfurispirillum indicum S5;species
511051;Caldisericum exile AZM16c01;species
28890;Euryarchaeota;phylum
1783275;TACK group;species
2283796;Candidatus Thermoplasmatota;phylum
2594042;Candidatus Prometheoarchaeum syntrophicum;species
1920749;Candidatus Mancarchaeum acidiphilum;species
2683341;unclassified Nanoalphasatellitinae;species
2169630;Mivedwarsatellite;genus
2169627;Clostunsatellite;genus
1453083;Faba bean necrotic yellows C9 alphasatellite;species
1455652;Milk vetch dwarf C10 alphasatellite;species
2169619;Colecusatellite;genus
1231296;unclassified Begomovirus-associated alphasatellites;species
2169620;Gosmusatellite;genus
2169618;Clecrusatellite;genus
2560838;Whitefly associated Guatemala alphasatellite 1;species
2169905;Dragonfly associated alphasatellite;species
915293;Ageratum yellow vein Singapore alphasatellite;species
2842885;Muscarsatellite;genus
2169721;Banana bunchy top alphasatellite 1;species
2161876;Coconut foliar decay alphasatellite 3;species
2161880;Coconut foliar decay alphasatellite 7;species
1343493;Grapevine satellite virus;species
12881;Satellite tobacco mosaic virus;species
2732408;Pisuviricota;phylum
2732405;Duplornaviricota;phylum
2732406;Kitrinoviricota;phylum
2497569;Negarnaviricota;phylum
2732407;Lenarviricota;phylum
10993;Birnaviridae;family
1918013;Botybirnavirus;genus
186165;Euprosterna elaeasa virus;species
1922348;unclassified RNA viruses ShiM-2016;species
439490;unclassified ssRNA viruses;species
2499625;Stemphylium lycopersici mycovirus;species
2303160;Phytophthora infestans RNA virus 2;species
2079458;Osedax japonicus RNA virus 1;species
1133557;Phytophthora infestans RNA virus 3;species
2315392;Trichoderma harzianum bipartite mycovirus 1;species
1926997;Bivalve RNA virus G4;species
1926998;Bivalve hepelivirus G;species
2025595;Abisko virus;species
1930920;Adelphocoris suturalis virus;species
1930921;Nesidiocoris tenuis virus;species
1423421;Cherry leaf scorch small circular viroid-like RNA 1;species
481311;Persimmon viroid;species
368620;Cherry small circular viroid-like RNA 1;species
1934322;Trichoderma atroviride mycovirus;species
459770;Diplodia scrobiculata RNA virus 1;species
1148496;Yado-kari virus 1;species
1181310;Sclerotinia sclerotiorum dsRNA mycovirus-L;species
1150353;Gentian Kobu-sho-associated virus;species
1087068;Aspergillus foetidus dsRNA mycovirus;species
1054649;Beauveria bassiana RNA virus 1;species
1678160;Diatom colony associated dsRNA virus 2;species
1678178;Diatom colony associated dsRNA virus 17 genome type B;species
862943;Spissistilus festinus virus 1;species
862944;Circulifer tenellus virus 1;species
2305250;Trichoderma asperellum dsRNA virus 1;species
2305465;Ustilaginoidea virens nonsegmented virus 2;species
12450;Saccharomyces cerevisiae killer virus M1;species
1848042;Fusarium poae dsRNA virus 2;species
1848169;Fusarium poae dsRNA virus 3;species
1849542;Fusarium poae mycovirus 1;species
1849543;Fusarium poae mycovirus 2;species
1329781;Cryphonectria parasitica bipartite mycovirus 1;species
1678177;Diatom colony associated dsRNA virus 17 genome type A;species
1532031;Alternaria longipes dsRNA virus 1;species
483537;Alternaria alternata virus 1;species
1565088;Colletotrichum higginsianum non-segmented dsRNA virus 1;species
1895000;Sclerotium hydrophilum virus 1;species
421976;Curvularia thermal tolerance virus;species
1568973;Botrytis cinerea RNA virus 1;species
2094187;Yado-nushi virus 1-A;species
194397;Fusarium graminearum dsRNA mycovirus-1;species
1211481;Persimmon latent virus;species
687917;Fusarium graminearum dsRNA mycovirus-3;species
687918;Fusarium graminearum dsRNA mycovirus-4;species
1670975;Ustilaginoidea virens unassigned RNA virus HNND-1;species
1740646;Beauveria bassiana polymycovirus 1;species
2250469;Aspergillus fumigatus polymycovirus 1;species
2164101;Penicillium digitatum polymycoviruses 1;species
2169561;Ortervirales;order
10404;Hepadnaviridae;family
2732416;Cressdnaviricota;phylum
2732415;Cossaviricota;phylum
10860;Inoviridae;family
2842326;Paulinoviridae;family
2732098;Plectroviridae;family
686565;Gokushovirinae;species
117574;unclassified Microviridae;species
1910950;Bullavirinae;species
1911604;Alphapleolipovirus;genus
1911605;Betapleolipovirus;genus
128710;His2 virus;species
10442;Baculoviridae;family
1511852;Nudiviridae;family
1285590;Hytrosaviridae;family
2670808;unclassified Betasatellite;species
885379;Tomato leaf curl Bangladesh betasatellite;species
1213187;Tobacco leaf chlorosis betasatellite;species
329288;Ageratum yellow vein China betasatellite;species
1476485;Andrographis yellow vein leaf curl betasatellite;species
2033721;Tomato yellow leaf curl Yunnan betasatellite;species
756759;Okra leaf curl betasatellite;species
134386;Cotton leaf curl betasatellite;species
1609290;Tomato leaf curl Pakistan betasatellite;species
693897;Tomato yellow leaf curl Thailand betasatellite;species
169687;Ageratum yellow leaf curl betasatellite;species
497865;Cardiospermum yellow leaf curl betasatellite;species
662596;Radish leaf curl betasatellite;species
1384632;Tomato leaf curl Gandhinagar betasatellite;species
1418029;Siegesbeckia yellow vein betasatellite;species
2040662;Tomato yellow leaf curl Shandong betasatellite;species
304222;Cotton leaf curl Gezira betasatellite;species
436243;Tomato leaf curl Joydebpur betasatellite;species
2173168;Tomato leaf curl Philippine betasatellite;species
1255765;Tomato yellow leaf curl China betasatellite;species
306025;Cotton leaf curl Multan betasatellite;species
666635;Vernonia yellow vein betasatellite;species
2010286;Chili leaf curl betasatellite;species
2010315;Chili leaf curl Sri Lanka betasatellite;species
2010316;Ageratum yellow vein India betasatellite;species
2010317;Ageratum yellow vein Sri Lanka betasatellite;species
2010319;Eupatorium yellow vein mosaic betasatellite;species
2010323;Okra leaf curl Oman betasatellite;species
2010326;Tobacco leaf curl Japan betasatellite;species
2010325;Rhynchosia yellow mosaic betasatellite;species
2010327;Tobacco leaf curl Patna betasatellite;species
2010331;Tomato leaf curl Bangalore betasatellite;species
2010332;Tomato leaf curl Laguna betasatellite;species
2010333;Tomato leaf curl Laos betasatellite;species
339965;Malvastrum leaf curl betasatellite;species
635076;Ageratum leaf curl Cameroon betasatellite;species
278069;Tomato leaf curl China betasatellite;species
411248;Croton yellow vein mosaic betasatellite;species
2049883;Mirabilis leaf curl betasatellite;species
2049892;Tomato leaf curl Malaysia betasatellite;species
2083207;Tomato yellow leaf curl Rajasthan betasatellite;species
1198498;Honeysuckle yellow vein mosaic betasatellite;species
575918;Tomato leaf curl Patna betasatellite;species
1231334;Tomato leaf curl Hajipur betasatellite;species
2050589;Vernonia yellow vein Fujian betasatellite;species
1428189;Hedyotis yellow mosaic betasatellite;species
1297646;Corchorus yellow vein mosaic betasatellite;species
218845;Tobacco leaf curl Yunnan betasatellite;species
1461792;Malvastrum leaf curl Guangdong betasatellite;species
1397670;Tomato leaf curl Karnataka betasatellite;species
447606;Alternanthera yellow vein betasatellite;species
447604;Tomato yellow leaf curl Vietnam betasatellite;species
185750;Ageratum yellow vein betasatellite;species
186371;Bhendi yellow vein betasatellite;species
219596;Tobacco curly shoot betasatellite;species
875325;Rose leaf curl betasatellite;species
220812;Tomato leaf curl betasatellite;species
221036;Malvastrum yellow vein betasatellite;species
221037;Honeysuckle yellow vein betasatellite;species
221054;Eupatorium yellow vein betasatellite;species
1925152;Vernonia crinkle betasatellite;species
714640;Papaya leaf curl betasatellite;species
912035;Ageratum leaf curl Buea betasatellite;species
1273128;Kenaf leaf curl betasatellite;species
486898;Tomato leaf curl Bangalore virus-[Ban5] satellite DNA beta;species
1176156;Tomato leaf curl Yemen betasatellite;species
1931113;Pea leaf distortion betasatellite;species
2031200;Tomato leaf curl Nepal betasatellite;species
1736759;Chayote yellow mosaic Benin betasatellite;species
1507984;Papaya leaf curl China betasatellite [China:Hainan:2014];species
263578;Tomato leaf curl Java virus-[Ageratum] satellite DNA;species
1000690;Tomato leaf curl Joydebpur betasatellite [India/Jaunpur/Chilli/2007];species
1036255;Papaya leaf curl betasatellite-Panipat 6 [India:Panipat:Papaya:2008];species
1200971;French bean leaf curl betasatellite-Kanpur;species
908072;Bhendi yellow vein mosaic betasatellite [India:Coimbator:OYCO1:2005];species
1238162;Mungbean yellow mosaic India virus associated betasatellite [India: Faizabad: Cow Pea:2012];species
587314;Tobacco leaf curl betasatellite-[Pakistan:Multan:Pedilanthus:2004];species
1993650;Tomato leaf curl deltasatellite;species
1740360;Ipomea begomovirus satellite 1;species
2732007;Nucleocytoviricota;phylum
2732008;Preplasmiviricota;phylum
1714268;Alphasphaerolipovirus;genus
1714270;Gammasphaerolipovirus;genus
459290;Sulfolobus spindle-shaped virus 4;species
459291;Sulfolobus spindle-shaped virus 5;species
693628;Sulfolobus spindle-shaped virus 7;species
244589;Sulfolobus spindle-shaped virus 1;species
244590;Sulfolobus spindle-shaped virus 2;species
2508184;Nitrosopumilus spindle-shaped virus;species
248496;Sulfolobus virus Kamchatka 1;species
256994;Sulfolobus virus Ragged Hills;species
693627;Sulfolobus spindle-shaped virus 6;species
693629;Acidianus spindle-shaped virus 1;species
2065036;Torque teno mini virus 10;species
2065037;Torque teno mini virus 11;species
2065038;Torque teno mini virus 12;species
687370;Torque teno mini virus 2;species
687371;Torque teno mini virus 3;species
687372;Torque teno mini virus 4;species
687374;Torque teno mini virus 6;species
687376;Torque teno mini virus 8;species
1859149;Torque teno mini virus 18;species
1535289;unclassified Betatorquevirus;species
687373;Torque teno mini virus 5;species
687369;Torque teno mini virus 1;species
687375;Torque teno mini virus 7;species
687377;Torque teno mini virus 9;species
2065043;Torque teno felis virus 2;species
687384;Torque teno felis virus;species
2065044;Torque teno midi virus 3;species
2065045;Torque teno midi virus 4;species
2065046;Torque teno midi virus 5;species
2065047;Torque teno midi virus 6;species
2065053;Torque teno midi virus 12;species
2065054;Torque teno midi virus 13;species
2065048;Torque teno midi virus 7;species
2065049;Torque teno midi virus 8;species
2065050;Torque teno midi virus 9;species
2065051;Torque teno midi virus 10;species
2065052;Torque teno midi virus 11;species
2065055;Torque teno midi virus 14;species
2065056;Torque teno midi virus 15;species
687379;Torque teno midi virus 1;species
687380;Torque teno midi virus 2;species
988775;unclassified Gyrovirus;species
12618;Chicken anemia virus;species
1543419;Torque teno Tadarida brasiliensis virus;species
1743411;Gorilla anellovirus;species
1514665;Rodent Torque teno virus 2;species
991022;Seal anellovirus TFFN/USA/2006;species
2010248;Torque teno indri virus 1;species
2012640;Lesser panda anellovirus;species
2012677;Torque teno Leptonychotes weddellii virus-2;species
2016460;Giant panda anellovirus;species
1427156;Seal anellovirus 3;species
1427157;Seal anellovirus 2;species
2054610;Rodent Torque teno virus 3;species
2054611;Rodent Torque teno virus 4;species
2054613;Rodent Torque teno virus 6;species
2054614;Rodent Torque teno virus 7;species
393049;Small anellovirus;species
1218490;Torque teno zalophus virus 1;species
2012676;Torque teno Leptonychotes weddellii virus-1;species
1619215;unclassified Alphatorquevirus;species
687353;Torque teno virus 14;species
687354;Torque teno virus 15;species
687355;Torque teno virus 16;species
687358;Torque teno virus 19;species
687366;Torque teno virus 27;species
687340;Torque teno virus 1;species
687341;Torque teno virus 2;species
687342;Torque teno virus 3;species
687343;Torque teno virus 4;species
687345;Torque teno virus 6;species
687346;Torque teno virus 7;species
687347;Torque teno virus 8;species
687350;Torque teno virus 11;species
687344;Torque teno virus 5;species
687352;Torque teno virus 13;species
687349;Torque teno virus 10;species
687348;Torque teno virus 9;species
687351;Torque teno virus 12;species
687359;Torque teno virus 20;species
687360;Torque teno virus 21;species
687361;Torque teno virus 22;species
687362;Torque teno virus 23;species
687363;Torque teno virus 24;species
687364;Torque teno virus 25;species
687365;Torque teno virus 26;species
687367;Torque teno virus 28;species
687368;Torque teno virus 29;species
51368;unclassified dsDNA viruses;species
35342;unclassified ssDNA viruses;species
79205;unclassified dsDNA phages;species
2136008;unclassified archaeal dsDNA viruses;species
2282642;Arctopus echinatus-associated virus;species
2282643;Holcus lanatus-associated virus;species
2282644;Lolium perenne-associated virus;species
2282645;Panicum ecklonii-associated virus;species
2282646;Stipagrostis associaed virus;species
1327968;Cellulophaga phage phi48:2;species
373507;Single stranded RNA satellites;species
1250316;Olive viral satellite RNA;species
2219109;Botrytis cinerea hypovirus 1 satellite-like RNA;species
1958957;Cassava satellite virus;species
198608;Satellites of Trichomonas vaginalis T1 virus;species
361688;Single stranded DNA satellites;species
1592207;Sewage-associated circular DNA molecule;species
1592211;Sewage-associated circular DNA molecule-1;species
1592212;Sewage-associated circular DNA molecule-3;species
1595961;Sewage-associated circular DNA molecule-2;species
68402;Chrysanthemum chlorotic mottle viroid;species
12894;Peach latent mosaic viroid;species
265522;Hyposoter fugitivus ichnovirus;species
10484;Campoletis sonorensis ichnovirus;species
419435;Glypta fumiferanae ichnovirus;species
39640;Cotesia congregata bracovirus;species
53988;Microplitis demolitor bracovirus;species
36453;Coconut cadang-cadang viroid;species
12889;Coconut tinangaja viroid;species
12898;Citrus bark cracking viroid;species
12907;Hop latent viroid;species
12783;Pear blister canker viroid;species
190810;Australian grapevine viroid;species
12901;Columnea latent viroid;species
53193;Iresine viroid 1;species
192026;Coleus blumei viroid 2;species
192027;Coleus blumei viroid 3;species
1580591;Sulfolobus monocaudavirus SMV2;species
1351702;Sulfolobus monocaudavirus SMV1;species
1123964;Sulfolobus virus STSV2;species
285013;Sulfolobus virus STSV1;species
1797140;Acidianus tailed spindle virus;species
1732178;Sulfolobus monocaudavirus SMV4;species
1732177;Sulfolobus monocaudavirus SMV3;species
2731691;Drexlerviridae;family
2842329;Schitoviridae;family
10699;Siphoviridae;family
10744;Podoviridae;family
10662;Myoviridae;family
2731643;Autographiviridae;family
2169529;Ackermannviridae;family
2731690;Demerecviridae;family
2731689;Chaseviridae;family
2560065;Herelleviridae;family
2842327;Rountreeviridae;family
2842328;Salasmaviridae;family
2842333;Zobellviridae;family
102294;unclassified Caudovirales;species
2842320;Guelinviridae;family
1589751;Bacteriophage Lily;species
10292;Herpesviridae;family
548682;Alloherpesviridae;family
548685;Malacoherpesviridae;family
2282206;Bufonid herpesvirus 1;species
1732173;Acidianus bottle-shaped virus 2;species
1732174;Acidianus bottle-shaped virus 3;species
2364132;Avian HDV-like agent;species
2419666;Snake deltavirus F18-5;species
10477;Lipothrixviridae;family
187213;Rudivirus;genus
201174;Actinobacteria;phylum
1239;Firmicutes;phylum
544448;Tenericutes;phylum
200795;Chloroflexi;phylum
188787;Deinococci;class
1117;Cyanobacteria;phylum
661478;Fimbriimonas ginsengisoli Gsoil 348;species
1236;Gammaproteobacteria;class
28211;Alphaproteobacteria;class
68525;delta/epsilon subdivisions;species
28216;Betaproteobacteria;class
1553900;Oligoflexia;class
119977;Acidithiobacillus;genus
377315;Mariprofundus;genus
297;Hydrogenophilus thermoluteolus;species
68336;Bacteroidetes/Chlorobi group;species
459349;Candidatus Cloacimonas acidaminovorans str. Evry;species
219687;Gemmatimonadaceae;family
59374;Fibrobacter succinogenes subsp. succinogenes S85;species
203682;Planctomycetes;phylum
74201;Verrucomicrobia;phylum
204429;Chlamydiia;class
1930593;Candidatus Vampirococcus archaeovorus;species
1307763;Kiritimatiella glycovorans;species
189779;Nitrospiraceae;family
289376;Thermodesulfovibrio yellowstonii DSM 11347;species
204432;Acidobacteriia;class
1855912;Luteitalea pratensis;species
981222;Chloracidobacterium thermophilum B;species
1408194;Endomicrobium;genus
445932;Elusimicrobium minutum Pei191;species
136;Spirochaetales;order
170;Leptospiraceae;family
29521;Brachyspira;genus
2419;Thermotogales;order
1643948;Kosmotogaceae;family
1643949;Petrotogaceae;family
1441386;Athalassotoga saccharophila;species
32069;Aquificales;order
558314;Desulfurobacteriaceae;family
1332188;Candidatus Saccharimonas aalborgensis;species
2026885;Candidatus Bipolaricaulis anaerobius;species
673862;Candidatus Babela massiliensis;species
2715735;Candidatus Chazhemtobacterium aquaticus;species
203492;Fusobacteriaceae;family
1129771;Leptotrichiaceae;family
1197717;Cloacibacillus porcorum;species
525903;Thermanaerovibrio acidaminovorans DSM 6589;species
891968;Acetomicrobium mobile DSM 13181;species
